chainid,lastupdatedate,subchainid,storeid,bikoretno,storetype,chainname,subchainname,storename,address,city,zipcode,xmldocversion,lastupdatetime,latitude,longitude,,,,
7290492000005,06/07/2015,NA,548,2,1,Dor Alon,NA,Am-pm נווה מונסון,רחוב השקד 30,נווה מונסון,6019000,0,07:00:00,32.06626,34.85962,,,,
7290492000005,06/07/2015,NA,549,1,1,Dor Alon,NA,Am-pm הוד השרון,סוקולוב 11,רמת השרון,4528440,0,07:00:00,32.13947,34.83573,,,,
7290492000005,06/07/2015,NA,551,6,1,Dor Alon,NA,Am-pm הדר נס ציונה,השייטת 4,נס ציונה,7420812,0,07:00:00,31.93059,34.79116,,,,
7290492000005,06/07/2015,NA,553,4,1,Dor Alon,NA,Am-pm החשמל,החשמל 11,תל אביב,6618905,0,07:00:00,32.06131,34.77568,,,,
7290492000005,06/07/2015,NA,554,3,1,Dor Alon,NA,Am-pm ווינשל,וינשל 6,תל אביב,6941331,0,07:00:00,32.11817,34.82396,,,,
7290492000005,06/07/2015,NA,556,1,1,Dor Alon,NA,Am- pm עליית הנוער,עליית הנוער 27,גבעתיים,5340101,0,07:00:00,32.07486,34.80154,,,,
7290492000005,06/07/2015,NA,557,0,1,Dor Alon,NA,Am-pm אבן גבירול 91,אבן גבירול 91,תל אביב,6404619,0,07:00:00,32.08516,34.78167,,,,
7290492000005,06/07/2015,NA,558,9,1,Dor Alon,NA,Am-pm המלכות,הרוגי המלכות 9 שיכון דן,תל אביב,6971409,0,07:00:00,32.10957,34.83295,,,,
7290492000005,06/07/2015,NA,647,2,1,Dor Alon,NA,להבות חביבה,"כביש 581 בין צומת הרוא""ה וצומת ברקאי",להבות חביבה,3883500,0,07:00:00,#N/A,#N/A,,,,
7290492000005,06/07/2015,NA,648,1,1,Dor Alon,NA,גשר הזיו,אמצע כביש נהריה ראש הנקרה -מס 4,גשר הזיו,22815,0,07:00:00,#N/A,#N/A,,,,
7290492000005,06/07/2015,NA,649,0,1,Dor Alon,NA,עינת -ב מרכולית,קיבוץ עינת ליד ראש העין,unknown,48805,0,07:00:00,#N/A,#N/A,,,,
7290492000005,06/07/2015,NA,655,1,1,Dor Alon,NA,משמר השרון,צ.העוגן כביש 4 קיבוץ משמר השרון,משמר השרון,40270,0,07:00:00,#N/A,#N/A,,,,
7290492000005,06/07/2015,NA,656,0,1,Dor Alon,NA,עין שמר,צומת כרכור ליד פרדס חנה כביש 65,עין שמר,37064,0,07:00:00,#N/A,#N/A,,,,
7290492000005,06/07/2015,NA,657,9,1,Dor Alon,NA,עינת,קיבוץ עינת ליד ראש העין,עינת,48805,0,07:00:00,32.08195,34.93751,,,,
7290492000005,06/07/2015,NA,662,1,1,Dor Alon,NA,בית השיטה-קיבוץ,צומת בית השיטה כביש 70,בית השיטה,10801,0,07:00:00,#N/A,#N/A,,,,
7290492000005,06/07/2015,NA,701,9,1,Dor Alon,NA,גשר,קיבוץ גשר,קיבוץ גשר,15157,0,07:00:00,32.62121,35.55038,,,,
7290492000005,06/07/2015,NA,702,8,1,Dor Alon,NA,כפר הנשיא,קיבוץ כפר הנשיא,קיבוץ כפר הנשיא,1230500,0,07:00:00,32.97414,35.60404,,,,
7290492000005,06/07/2015,NA,704,6,1,Dor Alon,NA,איילת השחר,קיבוץ איילת השחר,קיבוץ איילת  השחר,12200,0,07:00:00,#N/A,#N/A,,,,
7290492000005,06/07/2015,NA,705,5,1,Dor Alon,NA,שדה ורבורג,קיבוץ שדה ורבורג,קיבוץ שדה ורבורג,44935,0,07:00:00,32.20869,34.90325,,,,
7290492000005,06/07/2015,NA,706,4,1,Dor Alon,NA,בית יהושוע,מושב בית יהושוע,מושב בית יהושוע,40591,0,07:00:00,32.25886,34.86689,,,,
7290492000005,06/07/2015,NA,707,3,1,Dor Alon,NA,דגניה א,קיבות דגניה,קיבוץ דגניה,15120,0,07:00:00,32.70769,35.57693,,,,
7290492000005,06/07/2015,NA,708,2,1,Dor Alon,NA,בן נון,קיבות בן נון,קיבוץ בן נון,99780,0,07:00:00,#N/A,#N/A,,,,
7290492000005,06/07/2015,NA,709,1,1,Dor Alon,NA,נווה ירק  מושב,מושב נווה ירק,מושב נווה ירק,49945,0,07:00:00,32.13165,34.92321,,,,
7290492000005,06/07/2015,NA,710,7,1,Dor Alon,NA,העוגן,קיבוץ העוגן,קיבוץ העוגן,4288000,0,07:00:00,32.35976,34.92327,,,,
7290492000005,06/07/2015,NA,711,6,1,Dor Alon,NA,מעוז חיים,קיבוץ מעוז חיים,קיבוץ מעוז חיים,10845,0,07:00:00,32.49249,35.55122,,,,
7290492000005,06/07/2015,NA,712,5,1,Dor Alon,NA,הגושרים,קיבוץ הגושרים,קיבוץ הגושרים,13325,0,07:00:00,33.21711,35.62714,,,,
7290492000005,06/07/2015,NA,713,4,1,Dor Alon,NA,חגור,מושב חגור,מושב חגור,45870,0,07:00:00,#N/A,#N/A,,,,
7290492000005,06/07/2015,NA,714,3,1,Dor Alon,NA,בית זרע,קיבוץ בית זרע,קיבוץ בית זרע,1513500,0,07:00:00,#N/A,#N/A,,,,
7290492000005,06/07/2015,NA,715,2,1,Dor Alon,NA,שדי חמד-מושב,מושב שדי חמד,מושב שדי חמד,45855,0,07:00:00,32.16026,34.94423,,,,
7290492000005,06/07/2015,NA,716,1,1,Dor Alon,NA,צור משה,מושב צור משה,מושב צור משה,40600,0,07:00:00,32.29849,34.91265,,,,
7290492000005,06/07/2015,NA,717,0,1,Dor Alon,NA,לכיש,מושב לכיש,מושב לכיש,unknown,0,07:00:00,31.56091,34.84409,,,,
7290492000005,06/07/2015,NA,719,8,1,Dor Alon,NA,אחיטוב,מושב אחיטוב,מושב אחיטוב,38855,0,07:00:00,32.38978,34.99383,,,,
7290492000005,06/07/2015,NA,720,4,1,Dor Alon,NA,סגולה,קיבוץ סגולה,מושב סגולה,79835,0,07:00:00,31.67152,34.78133,,,,
7290492000005,06/07/2015,NA,721,3,1,Dor Alon,NA,מכמורת,מושב מכמורת,מושב מכמורת,40297,0,07:00:00,32.40527,34.87336,,,,
7290492000005,06/07/2015,NA,722,2,1,Dor Alon,NA,ישרש,מושב ישרש,מושב ישרש,76838,0,07:00:00,31.91526,34.85052,,,,
7290492000005,06/07/2015,NA,723,1,1,Dor Alon,NA,ברור חיל,קיבוץ ברור חיל,קיבוץ ברור חיל,79152,0,07:00:00,31.55789,34.64601,,,,
7290492000005,06/07/2015,NA,724,0,1,Dor Alon,NA,נהלל,מושב נהלל,מושב נהלל,10600,0,07:00:00,32.68966,35.19699,,,,
7290492000005,06/07/2015,NA,725,9,1,Dor Alon,NA,גונן,קיבוץ גונן,קיבוץ גונן,1213000,0,07:00:00,33.12403,35.64615,,,,
7290492000005,06/07/2015,NA,726,8,1,Dor Alon,NA,נורדיה,מושב נורדיה,מושב נורדיה,42954,0,07:00:00,32.31474,34.89749,,,,
7290492000005,06/07/2015,NA,727,7,1,Dor Alon,NA,גבע כרמל,קיבוץ גבע כרמל,מושב גבע כרמל,30855,0,07:00:00,32.6634,34.9553,,,,
7290492000005,06/07/2015,NA,728,6,1,Dor Alon,NA,אחוזת ברק,מושב אחוזת ברק,מושב אחוזת ברק,19323,0,07:00:00,32.64362,35.33743,,,,
7290492000005,06/07/2015,NA,729,5,1,Dor Alon,NA,בית אורן,קיבוץ בית אורן,קיבוץ בית אורן,30044,0,07:00:00,32.73057,35.00659,,,,
7290492000005,06/07/2015,NA,730,1,1,Dor Alon,NA,מגדים,קיבוץ מגדים,מושב מגשים,30875,0,07:00:00,#N/A,#N/A,,,,
7290492000005,06/07/2015,NA,731,0,1,Dor Alon,NA,גן יאשיה,unknown,unknown,unknown,0,07:00:00,#N/A,#N/A,,,,
7290492000005,06/07/2015,NA,824,9,1,Dor Alon,NA,צמח סופר אלונית,צומת צמח מרכז מסחרי,unknown,15105,0,07:00:00,#N/A,#N/A,,,,
7290700100008,06/07/2015,NA,2,5,1,כל בו חצי חינם,NA,הכישור חולון,הכישור 22,חולון,unknown,0,01:00:00,,,,,,
7290700100008,06/07/2015,NA,4,3,1,כל בו חצי חינם,NA,מרכבה,המרכבה 51,חולון,unknown,0,01:00:00,,,,,,
7290700100008,06/07/2015,NA,5,2,1,כל בו חצי חינם,NA,"הלח""י ראשון לציון","הלח""י 16",ראשון לציון,unknown,0,01:00:00,,,,,,
7290700100008,06/07/2015,NA,6,1,1,כל בו חצי חינם,NA,הוד השרון,הרקון,הוד השרון,unknown,0,01:00:00,,,,,,
7290700100008,06/07/2015,NA,7,0,1,כל בו חצי חינם,NA,"ירקות הלח""י","הלח""י 16",ראשון לציון,unknown,0,01:00:00,,,,,,
7290700100008,06/07/2015,NA,8,9,1,כל בו חצי חינם,NA,תוצרת חקלאית שוק,לוי משה 8,ראשון לציון,unknown,0,01:00:00,,,,,,
7290700100008,06/07/2015,NA,17,3,1,כל בו חצי חינם,NA,ירקות מרכבה,המרכבה 31,חולון,unknown,0,01:00:00,,,,,,
7290785400000,14/06/2015,NA,1,6,1,קשת טעמים,NA,קרית חיים,איצטדיון 25,קרית חיים,unknown,0,23:05:00,,,,,,
7290785400000,14/06/2015,NA,2,5,1,קשת טעמים,NA,נהריה,לוחמי הגטאות 9,נהריה,unknown,0,23:05:00,,,,,,
7290785400000,14/06/2015,NA,3,4,1,קשת טעמים,NA,נשר,הזית 1,נשר,unknown,0,23:05:00,,,,,,
7290785400000,14/06/2015,NA,4,3,1,קשת טעמים,NA,הדר,שבתאי לוי 21,חיפה,unknown,0,23:05:00,,,,,,
7290785400000,14/06/2015,NA,5,2,1,קשת טעמים,NA,קרית אליעזר,תל אביב 11,חיפה,unknown,0,23:05:00,,,,,,
7290785400000,14/06/2015,NA,6,1,1,קשת טעמים,NA,כרמיאל,הכבאי 1,כרמיאל,unknown,0,23:05:00,,,,,,
7290785400000,14/06/2015,NA,7,0,1,קשת טעמים,NA,נתניה,זנגביל 13,נתניה,unknown,0,23:05:00,,,,,,
7290785400000,14/06/2015,NA,8,9,1,קשת טעמים,NA,נצרת,עמל 1,נצרת עילית,unknown,0,23:05:00,,,,,,
7290785400000,14/06/2015,NA,9,8,1,קשת טעמים,NA,אשדוד,קניון עד הלום,אשדוד,unknown,0,23:05:00,,,,,,
7290785400000,14/06/2015,NA,10,8,1,קשת טעמים,NA,גבעת רם,בציר 46,כרמיאל,unknown,0,23:05:00,,,,,,
7290785400000,14/06/2015,NA,11,7,1,קשת טעמים,NA,יוקנעם,הירדן 64,יוקנעם,unknown,0,23:05:00,,,,,,
7290785400000,14/06/2015,NA,12,6,1,קשת טעמים,NA,חדרה,דוד אלעזר 27,חדרה,unknown,0,23:05:00,,,,,,
7290785400000,14/06/2015,NA,13,5,1,קשת טעמים,NA,ראשון לציון,ברשבסקי 33,ראשון לציון,99999,0,23:05:00,,,,,,
7290785400000,14/06/2015,NA,14,4,1,קשת טעמים,NA,פולג,המלאכה 28,נתניה,unknown,0,23:05:00,,,,,,
7290873900009,07/06/2015,NA,1,5,1,סופר דוש,NA,חנות 1,לא ידוע 22,לא ידוע,unknown,0,01:00:00,,,,,,
7290873900009,07/06/2015,NA,2,2,1,סופר דוש,NA,חנות 2,לא ידוע,ראשון לציון,unknown,0,01:00:00,,,,,,
7290873900009,07/06/2015,NA,3,0,1,סופר דוש,NA,חנות 3י,לא ידוע, ון לציון,unknown,0,01:00:00,,,,,,
7290873900009,07/06/2015,NA,4,9,1,סופר דוש,NA,חנות 4,  לא ידוע,לא ידוע,unknown,0,01:00:00,,,,,,
7290803800003,07/07/2015,NA,4,3,1,מ. יוחננוף ובניו,NA,בילו,"צומת ביל""ו",unknown,unknown,0,01:00:00,,,,,,
7290803800003,07/07/2015,NA,5,2,1,מ. יוחננוף ובניו,NA,אשדוד,"זבוטינסקי 27, סטאר סנטר",אשדוד,unknown,0,01:00:00,,,,,,
7290803800003,07/07/2015,NA,8,9,1,מ. יוחננוף ובניו,NA,אחד העם,רחוב אחד העם 19,רחובות,unknown,0,01:00:00,,,,,,
7290803800003,07/07/2015,NA,9,8,1,מ. יוחננוף ובניו,NA,נתיבות,"רחוב בעלי המלאכה 2, א.התעשיה",נתיבות,unknown,0,01:00:00,,,,,,
7290803800003,07/07/2015,NA,13,3,1,מ. יוחננוף ובניו,NA,חוצות המפרץ,החרושת 10 חוצות המפרץ,חיפה,unknown,0,01:00:00,,,,,,
7290803800003,07/07/2015,NA,15,1,1,מ. יוחננוף ובניו,NA,אור יהודה,רחוב הפלדה 1,אור יהודה,unknown,0,01:00:00,,,,,,
7290055755557,20/05/2015 13:10,0,1,0,1,עדן טבע מרקט,,01 עדן פולג נתניה*,,,,NA,NA,,,,,,
7290055755557,20/05/2015 13:10,0,1,0,1,עדן טבע מרקט,,02 עדן ראשל``צ*,,,,NA,NA,,,,,,
7290055755557,20/05/2015 13:10,0,1,0,1,עדן טבע מרקט,,עדן אור יהודה,,,,NA,NA,,,,,,
7290055755557,20/05/2015 13:10,0,1,0,1,עדן טבע מרקט,,04 עדן חוצות  המפרץ*,,,,NA,NA,,,,,,
7290055755557,20/05/2015 13:10,0,1,0,1,עדן טבע מרקט,,05 עדן אשדוד,,,,NA,NA,,,,,,
7290055755557,20/05/2015 13:10,0,1,0,1,עדן טבע מרקט,,עדן  רמת השרון,,,,NA,NA,,,,,,
7290055755557,20/05/2015 13:10,0,1,0,1,עדן טבע מרקט,,07 עדן רמת גן,,,,NA,NA,,,,,,
7290055755557,20/05/2015 13:10,0,1,0,1,עדן טבע מרקט,,08 עדן כפר סבא*,,,,NA,NA,,,,,,
7290055755557,20/05/2015 13:10,0,1,0,1,עדן טבע מרקט,,09 עדן גן העיר ת``א,,,,NA,NA,,,,,,
7290055755557,20/05/2015 13:10,0,1,0,1,עדן טבע מרקט,,עדן מתחם U,,,,NA,NA,,,,,,
7290055755557,20/05/2015 13:10,0,1,0,1,עדן טבע מרקט,,11 עדן באר שבע*,,,,NA,NA,,,,,,
7290055755557,20/05/2015 13:10,0,1,0,1,עדן טבע מרקט,,עדן פתח תקווה,,,,NA,NA,,,,,,
7290055755557,20/05/2015 13:10,0,1,0,1,עדן טבע מרקט,,13 עדן רמות*,,,,NA,NA,,,,,,
7290055755557,20/05/2015 13:10,0,1,0,1,עדן טבע מרקט,,30 עדן במגה רעננה,,,,NA,NA,,,,,,
7290055755557,20/05/2015 13:10,0,1,0,1,עדן טבע מרקט,,עדן במגה רחובות,,,,NA,NA,,,,,,
7290055755557,20/05/2015 13:10,0,1,0,1,עדן טבע מרקט,,32 עדן במגה מלחה,,,,NA,NA,,,,,,
7290055755557,20/05/2015 13:10,0,1,0,1,עדן טבע מרקט,,עדן במגה מודי ישן,,,,NA,NA,,,,,,
7290055755557,20/05/2015 13:10,0,1,0,1,עדן טבע מרקט,,34 עדן במגה נשר חיפה,,,,NA,NA,,,,,,
7290055755557,20/05/2015 13:10,0,1,0,1,עדן טבע מרקט,,עדן במגה רמות ירושלים,,,,NA,NA,,,,,,
7290055755557,20/05/2015 13:10,0,1,0,1,עדן טבע מרקט,,36 עדן במגה רמת החייל,,,,NA,NA,,,,,,
7290055755557,20/05/2015 13:10,0,1,0,1,עדן טבע מרקט,,עדן במגה חולון,,,,NA,NA,,,,,,
7290055755557,20/05/2015 13:10,0,1,0,1,עדן טבע מרקט,,38 עדן שבעת הכוכבים הרצליה,,,,NA,NA,,,,,,
7290055755557,20/05/2015 13:10,0,1,0,1,עדן טבע מרקט,,39 עדן במגה מגדלי יו,,,,NA,NA,,,,,,
7290055755557,20/05/2015 13:10,0,1,0,1,עדן טבע מרקט,,40 עדן במגה שהם,,,,NA,NA,,,,,,
7290055755557,20/05/2015 13:10,0,1,0,1,עדן טבע מרקט,,41 עדן במגה מודיעין,,,,NA,NA,,,,,,
7290055755557,20/05/2015 13:10,0,1,0,1,עדן טבע מרקט,,42 עדן במגה יד אליהו,,,,NA,NA,,,,,,
7290055755557,20/05/2015 13:10,0,1,0,1,עדן טבע מרקט,,43 עדן במגה אור יהודה,,,,NA,NA,,,,,,
7290055755557,20/05/2015 13:10,0,1,0,1,עדן טבע מרקט,,44 עדן במגה רמת השרון,,,,NA,NA,,,,,,
7290055755557,20/05/2015 13:10,0,1,0,1,עדן טבע מרקט,,45 עדן במגה קסטרא חיפה,,,,NA,NA,,,,,,
7290055755557,20/05/2015 13:10,0,1,0,1,עדן טבע מרקט,,46 עדן במגה חדרה,,,,NA,NA,,,,,,
7290055755557,20/05/2015 13:10,0,1,0,1,עדן טבע מרקט,,47 עדן במגה נווה אמירים,,,,NA,NA,,,,,,
7290055755557,20/05/2015 13:10,0,1,0,1,עדן טבע מרקט,,91 עדן מפעל בשר מוצרים מוגמרים,,,,NA,NA,,,,,,
7290055755557,20/05/2015 13:10,0,1,0,2,עדן טבע מרקט,,95 עדן אתר האינטרנט,www.edenteva.co.il,,0,NA,NA,,,,,,
7290055755557,20/05/2015 13:10,0,1,0,1,עדן טבע מרקט,,96 עדן מחסן שוק סיטונאי,,,,NA,NA,,,,,,
7290055755557,20/05/2015 13:10,0,1,0,1,עדן טבע מרקט,,97 עדן מפעל בשר עדן טבע,,,,NA,NA,,,,,,
7290055755557,20/05/2015 13:10,0,1,0,1,עדן טבע מרקט,,עדן טבע מרקט,,,0,NA,NA,,,,,,
7290055755557,20/05/2015 13:10,0,1,0,1,עדן טבע מרקט,,99 עדן לוגיסטיקה,,,,NA,NA,,,,,,
7290055700007,20150706,5,10,8,1,רשת מגה,מגה בעיר,מב. פנקס,46-50 פנקס,תל-אביב,201103,NA,10141,,,,,,
7290055700007,20150706,5,11,6,1,רשת מגה,מגה בעיר,מב. כיכר דיזנגוף,9 ככר דיזנגוף,תל-אביב,200909,NA,10141,,,,,,
7290055700007,20150706,5,13,2,1,רשת מגה,מגה בעיר,מב. ויצמן תל אביב,20 ויצמן,תל-אביב,200411,NA,10141,,,,,,
7290055700007,20150706,5,14,0,1,רשת מגה,מגה בעיר,מב. חיפה גרינברג,20 א.צ גרינברג,חיפה,201010,NA,10141,,,,,,
7290055700007,20150706,5,15,9,1,רשת מגה,מגה בעיר,מב. רמת הטייסים,2 עודד,תל-אביב,200411,NA,10141,,,,,,
7290055700007,20150706,5,18,3,1,רשת מגה,מגה בעיר,מב. עוזיאל בת-ים,5 עוזיאל,בת-ים,200406,NA,10141,,,,,,
7290055700007,20150706,5,19,1,1,רשת מגה,מגה בעיר,מב. ככר ויצמן חולון,48 סוקולוב,חולון,200807,NA,10141,,,,,,
7290055700007,20150706,5,20,5,1,רשת מגה,מגה בעיר,"מב. לה-גרדיה ת""א",78 לה גרדיה,תל-אביב,200411,NA,10141,,,,,,
7290055700007,20150706,5,21,3,1,רשת מגה,מגה בעיר,מב. אבן גבירול,30 אבן גבירול,תל-אביב,200411,NA,10141,,,,,,
7290055700007,20150706,5,22,1,1,רשת מגה,מגה בעיר,מב. מגדל נחום,65 שדרות העצמאות,בת-ים,200406,NA,10141,,,,,,
7290055700007,20150706,5,24,8,1,רשת מגה,מגה בעיר,מב. יהודה מכבי,48 יהודה המכבי,תל-אביב,200411,NA,10141,,,,,,
7290055700007,20150706,5,25,6,1,רשת מגה,מגה בעיר,מב. רמת-יוסף,20 מבצע סיני,בת-ים,200406,NA,10141,,,,,,
7290055700007,20150706,5,32,9,1,רשת מגה,מגה בעיר,מב. נאות רחל,21 קדושי קהיר,חולון,200406,NA,10141,,,,,,
7290055700007,20150706,5,33,7,1,רשת מגה,מגה בעיר,מב. נאות אפקה,15 לאה,תל-אביב,200411,NA,10141,,,,,,
7290055700007,20150706,5,34,5,1,רשת מגה,מגה בעיר,מב. נאות שושנים חולו,24 משה רום,חולון,201106,NA,10141,,,,,,
7290055700007,20150706,15,35,3,1,רשת מגה,YOU יו,הצרכניה אשדוד ד,25 רוגוזין,אשדוד,201505,NA,10141,,,,,,
7290055700007,20150706,5,46,0,1,רשת מגה,מגה בעיר,מב. בן גוריון גבעתים,162 בן גוריון,גבעתיים,200411,NA,10141,,,,,,
7290055700007,20150706,5,48,0,1,רשת מגה,מגה בעיר,מב. הרצוג ירושלים,61 הרצוג,ירושלים,201010,NA,10141,,,,,,
7290055700007,20150706,5,49,3,1,רשת מגה,מגה בעיר,"מב. הרוא""ה רמת-גן","2 הרוא""ה",רמת-גן,200411,NA,10141,,,,,,
7290055700007,20150706,5,50,7,1,רשת מגה,מגה בעיר,מב. ערד מרכז,39 יהודה,ערד,200403,NA,10141,,,,,,
7290055700007,20150706,5,51,5,1,רשת מגה,מגה בעיר,"מב. רווה ר""ג",113 עוזיאל,רמת-גן,200411,NA,10141,,,,,,
7290055700007,20150706,5,52,3,1,רשת מגה,מגה בעיר,מב. דימונה מרכז,הנשיא,דימונה,200411,NA,10141,,,,,,
7290055700007,20150706,5,55,8,1,רשת מגה,מגה בעיר,מב. רמת-החייל,7 ד.מ. מרכוס,תל-אביב,200411,NA,10141,,,,,,
7290055700007,20150706,5,58,0,1,רשת מגה,מגה בעיר,"מב. עמק הברכה ת""א",עמק הברכה,תל-אביב,201206,NA,10141,,,,,,
7290055700007,20150706,15,61,0,1,רשת מגה,YOU יו,"הצרכניה רובע ט' ב""ש",42 שדרות י-ם,באר-שבע,201505,NA,10141,,,,,,
7290055700007,20150706,5,62,0,1,רשת מגה,מגה בעיר,מב. ירושלים נתניה,29 ירושלים,נתניה,200411,NA,10141,,,,,,
7290055700007,20150706,5,69,8,1,רשת מגה,מגה בעיר,מב. בית אבות,2 שד.הארזים,רמת-אפעל,200411,NA,10141,,,,,,
7290055700007,20150706,5,70,1,1,רשת מגה,מגה בעיר,מב. הנשיא קרית-אונו,57  הנשיא,קרית-אונו,200411,NA,10141,,,,,,
7290055700007,20150706,18,72,0,1,רשת מגה,זול בשפע,"ש. קניון עזריאלי ק""א",18 המיסדים,קרית אתא,201402,NA,10141,,,,,,
7290055700007,20150706,5,75,2,1,רשת מגה,מגה בעיר,מב. רמת-אפעל,16 שד.האורנים,רמת-אפעל,200403,NA,10141,,,,,,
7290055700007,20150706,5,81,0,1,רשת מגה,מגה בעיר,מב. קרן היסוד רעננה,1 קרן היסוד,רעננה,200408,NA,10141,,,,,,
7290055700007,20150706,5,82,0,1,רשת מגה,מגה בעיר,מב. מרכז רעננה,114 אחוזה,רעננה,200408,NA,10141,,,,,,
7290055700007,20150706,18,83,0,1,רשת מגה,זול בשפע,ש. מרכז גולן רעננה,2 הגדוד העברי,רעננה,201108,NA,10141,,,,,,
7290055700007,20150706,5,85,0,1,רשת מגה,מגה בעיר,מב. קרית שרת רעננה,1 התקומה,רעננה,200408,NA,10141,,,,,,
7290055700007,20150706,5,87,0,1,רשת מגה,מגה בעיר,מב. ותיקים רעננה,11 ההסתדרות,רעננה,201109,NA,10141,,,,,,
7290055700007,20150706,7,88,0,1,רשת מגה,מגה בול,בול עכו אשל הירדן,יהושפט פינת העצמאות,עכו,200901,NA,10141,,,,,,
7290055700007,20150706,5,89,2,1,רשת מגה,מגה בעיר,מב. מרכז אילת,שד.התמרים,אילת,200411,NA,10141,,,,,,
7290055700007,20150706,5,90,6,1,רשת מגה,מגה בעיר,מב. מרכז נתניה,שטמפר,נתניה,200411,NA,10141,,,,,,
7290055700007,20150706,5,91,4,1,רשת מגה,מגה בעיר,מב. נוה אביבים,13 אופנהיימר,תל-אביב,200411,NA,10141,,,,,,
7290055700007,20150706,5,98,1,1,רשת מגה,מגה בעיר,מב. אזורים נתניה,14 גרינבאום יצחק,נתניה,200411,NA,10141,,,,,,
7290055700007,20150706,5,103,0,1,רשת מגה,מגה בעיר,מב. קניון כפר-סבא,20 כצנלסון,כפר-סבא,200404,NA,10141,,,,,,
7290055700007,20150706,5,104,0,1,רשת מגה,מגה בעיר,מב. הוד השרון,1 שלום עליכם,הוד השרון,200411,NA,10141,,,,,,
7290055700007,20150706,5,108,2,1,רשת מגה,מגה בעיר,מב. בבלי,17 לומד בבלי,תל-אביב,200411,NA,10141,,,,,,
7290055700007,20150706,9,109,0,1,רשת מגה,מגה,מגה לב דיזנגוף,65  דיזנגוף,תל-אביב,201311,NA,10141,,,,,,
7290055700007,20150706,15,111,2,1,רשת מגה,YOU יו,הצרכניה מרכז רמלה,45 שדרות הרצל,רמלה,201505,NA,10141,,,,,,
7290055700007,20150706,15,112,0,1,רשת מגה,YOU יו,יד אליהו       ע YOU,53 יגאל אלון,תל-אביב,201412,NA,10141,,,,,,
7290055700007,20150706,5,113,9,1,רשת מגה,מגה בעיר,"מב. רון כ""ס",2 יעקב כהן,כפר-סבא,200411,NA,10141,,,,,,
7290055700007,20150706,5,114,7,1,רשת מגה,מגה בעיר,מב. נווה כרמית,65 זבוטינסקי,ראשון-לציון,200411,NA,10141,,,,,,
7290055700007,20150706,5,115,0,1,רשת מגה,מגה בעיר,מב. מכבים,מרכז רננים,מכבים,200411,NA,10141,,,,,,
7290055700007,20150706,5,117,1,1,רשת מגה,מגה בעיר,מב. חפץ חיים,28 הרצל,פתח-תקוה,201106,NA,10141,,,,,,
7290055700007,20150706,5,119,0,1,רשת מגה,מגה בעיר,מב. צמרות          ע,ניסים אלוני,תל-אביב,201011,NA,10141,,,,,,
7290055700007,20150706,9,120,1,1,רשת מגה,מגה,מגה יהלומים גבעתיים,1 כורזין,גבעתיים,201311,NA,10141,,,,,,
7290055700007,20150706,5,122,8,1,רשת מגה,מגה בעיר,מב. תל כביר,45 גרינבאום,תל-אביב,201308,NA,10141,,,,,,
7290055700007,20150706,5,123,6,1,רשת מגה,מגה בעיר,מב. מגדלי דוד,12 אורי,תל-אביב,200411,NA,10141,,,,,,
7290055700007,20150706,5,125,2,1,רשת מגה,מגה בעיר,מב. מעלה אילת,דרך יותם,אילת,200411,NA,10141,,,,,,
7290055700007,20150706,5,126,0,1,רשת מגה,מגה בעיר,"מב. ראשל""צ ג",15 ברניצקי,ראשון-לציון,200411,NA,10141,,,,,,
7290055700007,20150706,5,127,9,1,רשת מגה,מגה בעיר,"מב. בלינסון פ""ת",13 קפלן,פתח-תקוה,201106,NA,10141,,,,,,
7290055700007,20150706,5,129,5,1,רשת מגה,מגה בעיר,מב. מעוז אביב,209 בני אפרים,תל-אביב,200411,NA,10141,,,,,,
7290055700007,20150706,5,130,9,1,רשת מגה,מגה בעיר,מב. רמת-אביב ג,35 אבא אחימאיר,תל-אביב,201106,NA,10141,,,,,,
7290055700007,20150706,15,134,0,1,רשת מגה,YOU יו,שדרות YOU,דרות א.ת פנינת הנגב,שדרות,201407,NA,10141,,,,,,
7290055700007,20150706,5,136,8,1,רשת מגה,מגה בעיר,מב. אריאל א,הנחשונים 37 מ.מסחרי,אריאל,200411,NA,10141,,,,,,
7290055700007,20150706,5,137,0,1,רשת מגה,מגה בעיר,מב. קריית מוצקין,10 החשמונאים,קרית-מוצקין,201210,NA,10141,,,,,,
7290055700007,20150706,15,138,4,1,רשת מגה,YOU יו,חדרה           ע YOU,כביש אזור התעשיה,חדרה,201502,NA,10141,,,,,,
7290055700007,20150706,5,143,0,1,רשת מגה,מגה בעיר,מב. קניון קיראון,שלמה המלך,קריית אונו,201105,NA,10141,,,,,,
7290055700007,20150706,9,148,0,1,רשת מגה,מגה,מגה קדימה,המעלית פארק התעשיות,קדימה,201311,NA,10141,,,,,,
7290055700007,20150706,5,152,0,1,רשת מגה,מגה בעיר,מב. שבעת הכוכבים   ע,שירת הדבורה,הרצליה,201106,NA,10141,,,,,,
7290055700007,20150706,5,193,0,1,רשת מגה,מגה בעיר,מב. מרכז רום,יעל רום 7 אם המושבות,פתח-תקוה,201209,NA,10141,,,,,,
7290055700007,20150706,5,194,0,1,רשת מגה,מגה בעיר,מב. מרכז השלום,רפאל איתן3אם המושבות,פתח-תקוה,201204,NA,10141,,,,,,
